medcodeid,OriginalReadCode,Term
1.02826E+15,ALLERGY129,Adverse reaction to Aminophylline
1.02828E+15,ALLERGY12904NEMIS,Adverse reaction to Transtec
1.02847E+15,ALLERGY12954NEMIS,Adverse reaction to Ibandronic Acid
1.02849E+15,ALLERGY1296,Adverse reaction to Piperacillin
1.0286E+15,ALLERGY12NEMIS,Adverse reaction to Pramipexole dihydrochloride
1.02861E+15,ALLERGY130,Adverse reaction to Amiodarone
1.02868E+15,ALLERGY13024NEMIS,Adverse reaction to Zapain
1.02879E+15,ALLERGY1306,Adverse reaction to Piroxicam
1.0288E+15,ALLERGY1307,Adverse reaction to Pivampicillin
1.02884E+15,ALLERGY13084NEMIS,Adverse reaction to Escitalopram
1.02885E+15,ALLERGY13087NEMIS,Adverse reaction to Cipralex
1.0289E+15,ALLERGY131,Adverse reaction to Amitriptyline Hydrochloride
1.02891E+15,ALLERGY1310,Adverse reaction to Pizotifen
1.02932E+15,ALLERGY13221NEMIS,Adverse reaction to Allergenics
1.02933E+15,ALLERGY13229NEMIS,Adverse reaction to Lamisil At
1.02948E+15,ALLERGY13299NEMIS,Adverse reaction to Omacor
1.02989E+15,ALLERGY13539NEMIS,Adverse reaction to Volsaid Retard 75
1.02998E+15,ALLERGY13569NEMIS,Adverse reaction to Lantus
1.03003E+15,ALLERGY1358,Adverse reaction to Povidone-Iodine
1.0301E+15,ALLERGY1362,Adverse reaction to Prazosin Hydrochloride
1.03012E+15,ALLERGY1364,Adverse reaction to Prednisolone
1.03016E+15,ALLERGY13652NEMIS,Adverse reaction to Fenactol
1.03023E+15,ALLERGY1369,Adverse reaction to Prednisone
1.03024E+15,ALLERGY137,Adverse reaction to Amoxycillin
1.03027E+15,ALLERGY13724NEMIS,Adverse reaction to Spiriva Combopack
1.03028E+15,ALLERGY13725NEMIS,Adverse reaction to Spiriva Refill
1.03029E+15,ALLERGY13726NEMIS,Adverse reaction to Tiotropium
1.03035E+15,ALLERGY1376,Adverse reaction to Primidone
1.03049E+15,ALLERGY138,Adverse reaction to Amphotericin B
1.03063E+15,ALLERGY1384,Adverse reaction to Prochlorperazine Maleate
1.03065E+15,ALLERGY13842NEMIS,Adverse reaction to Desogestrel
1.03066E+15,ALLERGY13844NEMIS,Adverse reaction to Cerazette
1.03072E+15,ALLERGY1386,Adverse reaction to Procyclidine Hydrochloride
1.03076E+15,ALLERGY1388,Adverse reaction to Progesterone
1.03077E+15,ALLERGY13885NEMIS,Adverse reaction to Propolis
1.03079E+15,ALLERGY1389,Adverse reaction to Proguanil Hydrochloride
1.03081E+15,ALLERGY139,Adverse reaction to Ampicillin
1.03084E+15,ALLERGY1391,Adverse reaction to Promazine Hydrochloride
1.03088E+15,ALLERGY1392,Adverse reaction to Promethazine Hydrochloride
1.03097E+15,ALLERGY1395,Adverse reaction to Propantheline Bromide
1.03098E+15,ALLERGY1396,Adverse reaction to Propofol
1.03099E+15,ALLERGY1397,Adverse reaction to Propranolol Hydrochloride
1.03102E+15,ALLERGY1399,Adverse reaction to Propylene Glycol
1.03104E+15,ALLERGY1401,Adverse reaction to Propylthiouracil
1.03113E+15,ALLERGY1409,Adverse reaction to Pseudoephedrine Hydrochloride
1.03118E+15,ALLERGY1413,Adverse reaction to Pyrazinamide
1.03142E+15,ALLERGY1420,Adverse reaction to Quinidine Bisulfate
1.03146E+15,ALLERGY1421,Adverse reaction to Quinidine Sulfate
1.0315E+15,ALLERGY1422,Adverse reaction to Quinine Bisulfate
1.03151E+15,ALLERGY1423,Adverse reaction to Quinine Dihydrochloride
1.03156E+15,ALLERGY1424,Adverse reaction to Quinine Hydrochloride
1.0316E+15,ALLERGY1425,Adverse reaction to Quinine Sulfate
1.03165E+15,ALLERGY1426,Adverse reaction to Ranitidine
1.03166E+15,ALLERGY14269NEMIS,Adverse reaction to Memantine Hydrochloride
1.03201E+15,ALLERGY1443,Adverse reaction to Rifampicin
1.03216E+15,ALLERGY1448,Adverse reaction to Salbutamol
1.03225E+15,ALLERGY1451,Adverse reaction to Salicylate
1.03226E+15,ALLERGY1452,Adverse reaction to Salicylic Acid
1.03231E+15,ALLERGY1456,Adverse reaction to Saltair
1.03234E+15,ALLERGY1458,Adverse reaction to Selegiline Hydrochloride
1.03237E+15,ALLERGY1459,Adverse reaction to Selenium Sulfide
1.03252E+15,ALLERGY1463,Adverse reaction to Senna
1.03257E+15,ALLERGY14649NEMIS,Adverse reaction to Zirtek Allergy
1.03264E+15,ALLERGY14667NEMIS,Adverse reaction to Tamiflu
1.03315E+15,ALLERGY14825NEMIS,Adverse reaction to Actonel Once A Week
1.03316E+15,ALLERGY14827NEMIS,Adverse reaction to Tadalafil
1.03317E+15,ALLERGY14831NEMIS,Adverse reaction to Cialis
1.03318E+15,ALLERGY14834NEMIS,Adverse reaction to Co-Codamol 15/500
1.03329E+15,ALLERGY14901NEMIS,Adverse reaction to Zoton Fastab
1.0333E+15,ALLERGY14905NEMIS,Adverse reaction to Calfovit D3
1.03332E+15,ALLERGY1491,Adverse reaction to Sodium Aurothiomalate
1.03337E+15,ALLERGY14920NEMIS,Adverse reaction to Dutasteride
1.03338E+15,ALLERGY14923NEMIS,Adverse reaction to Avodart
1.03345E+15,ALLERGY1494,Adverse reaction to Sodium Cromoglycate
1.03348E+15,ALLERGY1495,Adverse reaction to Sodium Fusidate
1.03374E+15,ALLERGY15024NEMIS,Adverse reaction to Levitra
1.0338E+15,ALLERGY15041NEMIS,Adverse reaction to Moxifloxacin
1.03392E+15,ALLERGY15068NEMIS,Adverse reaction to Rosuvastatin
1.03394E+15,ALLERGY15073NEMIS,Adverse reaction to Crestor
1.03404E+15,ALLERGY1512,Adverse reaction to Sodium Valproate
1.0341E+15,ALLERGY1520,Adverse reaction to Sotalol Hydrochloride
1.03422E+15,ALLERGY15248NEMIS,Adverse reaction to Ezetimibe
1.03425E+15,ALLERGY15251NEMIS,Adverse reaction to Ezetrol
1.03432E+15,ALLERGY1527,Adverse reaction to Spironolactone
1.03433E+15,ALLERGY15271NEMIS,Adverse reaction to Thick And Easy Dairy
1.03445E+15,ALLERGY15343NEMIS,Adverse reaction to Gabapentin Titration Pack
1.03474E+15,ALLERGY15427NEMIS,Adverse reaction to Gentamicin Sulfate
1.03488E+15,ALLERGY15475NEMIS,Adverse reaction to Evra
1.03501E+15,ALLERGY1552,Adverse reaction to Streptokinase
1.03519E+15,ALLERGY1558,Adverse reaction to Sucralfate
1.03532E+15,ALLERGY1563NEMIS,Adverse reaction to Oxaliplatin
1.03537E+15,ALLERGY1566,Adverse reaction to Sulindac
1.03542E+15,ALLERGY1568,Adverse reaction to Sulfacetamide
1.03545E+15,ALLERGY1570,Adverse reaction to Sulphadiazine
1.03552E+15,ALLERGY1572,Adverse reaction to Sulfadimidine
1.03554E+15,ALLERGY15727NEMIS,Adverse reaction to Entonox
1.03564E+15,ALLERGY15757NEMIS,Adverse reaction to Olmesartan Medoxomil
1.03565E+15,ALLERGY15762NEMIS,Adverse reaction to Olmetec
1.03569E+15,ALLERGY1577,Adverse reaction to Sulphamethizole
1.03573E+15,ALLERGY1578,Adverse reaction to Sulphasalazine
1.03588E+15,ALLERGY1582,Adverse reaction to Sulfur
1.03589E+15,ALLERGY1583,Adverse reaction to Sulpiride
1.03615E+15,ALLERGY1589,Adverse reaction to Suxamethonium Chloride
1.03621E+15,ALLERGY159,Adverse reaction to Antiseptic
1.03647E+15,ALLERGY1595,Adverse reaction to Tamoxifen
1.03652E+15,ALLERGY15965NEMIS,Adverse reaction to Doxadura
1.03659E+15,ALLERGY1600,Adverse reaction to Temazepam
1.03663E+15,ALLERGY1601,Adverse reaction to Terbutaline Sulfate
1.03668E+15,ALLERGY1603,Adverse reaction to Terfenadine
1.03686E+15,ALLERGY16109NEMIS,Adverse reaction to Anadin Ultra
1.03696E+15,ALLERGY1612NEMIS,Adverse reaction to Meningococcal Group C Conjugate
1.03699E+15,ALLERGY16133NEMIS,Adverse reaction to Vaseline
1.03701E+15,ALLERGY16137NEMIS,Adverse reaction to Nurofen
1.03703E+15,ALLERGY1613NEMIS,Adverse reaction to Meningitec
1.03721E+15,ALLERGY16194NEMIS,Adverse reaction to Simvador
1.03722E+15,ALLERGY16198NEMIS,Adverse reaction to Ibuleve
1.03731E+15,ALLERGY1623,Adverse reaction to Tetracycline Hydrochloride
1.0374E+15,ALLERGY1627,Adverse reaction to Theophylline Hydrate
1.03741E+15,ALLERGY16277NEMIS,Adverse reaction to Felotens Xl
1.03745E+15,ALLERGY16288NEMIS,Adverse reaction to Asacol Mr
1.03755E+15,ALLERGY1631,Adverse reaction to Thiamine
1.03768E+15,ALLERGY1636,Adverse reaction to Thiopentone Sodium
1.0377E+15,ALLERGY1637,Adverse reaction to Thioridazine
1.03777E+15,ALLERGY16407NEMIS,Adverse reaction to Duac Once Daily
1.03788E+15,ALLERGY1644,Adverse reaction to Thyroxine Sodium
1.03791E+15,ALLERGY16458NEMIS,Adverse reaction to Niaspan
1.03792E+15,ALLERGY1646,Adverse reaction to Tiaprofenic Acid
1.03796E+15,ALLERGY16469NEMIS,Adverse reaction to Humira
1.038E+15,ALLERGY16476NEMIS,Adverse reaction to Avandamet
1.03801E+15,ALLERGY1648,Adverse reaction to Timolol Maleate
1.03808E+15,ALLERGY1650,Adverse reaction to Tinidazole
1.03818E+15,ALLERGY1657,Adverse reaction to Tobramycin
1.03825E+15,ALLERGY166,Adverse reaction to Ascorbic Acid
1.03828E+15,ALLERGY1661,Adverse reaction to Tolbutamide
1.03829E+15,ALLERGY16610NEMIS,Adverse reaction to Stalevo
1.0384E+15,ALLERGY1664NEMIS,Adverse reaction to Leflunomide
1.03846E+15,ALLERGY1668,Adverse reaction to Tranexamic Acid
1.03852E+15,ALLERGY167,Adverse reaction to Aspirin
1.03858E+15,ALLERGY16715NEMIS,Adverse reaction to Dorzolamide And Timolol
1.0386E+15,ALLERGY1672,Adverse reaction to Trazodone Hydrochloride
1.03863E+15,ALLERGY16727NEMIS,Adverse reaction to Urtica
1.03867E+15,ALLERGY1674,Adverse reaction to Tretinoin
1.0387E+15,ALLERGY1675,Adverse reaction to Triamcinolone
1.03873E+15,ALLERGY1676,Adverse reaction to Triamcinolone Acetonide
1.03889E+15,ALLERGY1689,Adverse reaction to Trifluoperazine
1.0389E+15,ALLERGY16893NEMIS,Adverse reaction to Zispin Soltab
1.03893E+15,ALLERGY169,Adverse reaction to Atenolol
1.03906E+15,ALLERGY1694,Adverse reaction to Trimethoprim
1.03909E+15,ALLERGY1695,Adverse reaction to Trimipramine
1.03917E+15,ALLERGY1698NEMIS,Adverse reaction to Citalopram Hydrochloride
1.03918E+15,ALLERGY1699,Adverse reaction to Tropicamide
1.03924E+15,ALLERGY17003NEMIS,Adverse reaction to Amlodipine
1.0393E+15,ALLERGY1703,Adverse reaction to Tuberculin Ppd
1.0394E+15,ALLERGY171,Adverse reaction to Atracurium Besylate
1.03946E+15,ALLERGY1716,Adverse reaction to Ursodeoxycholic Acid
1.03949E+15,ALLERGY1718,Adverse reaction to Vancomycin Hydrochloride
1.03954E+15,ALLERGY172,Adverse reaction to Atropine
1.03957E+15,ALLERGY1721,Adverse reaction to Vecuronium Bromide
1.03962E+15,ALLERGY17222NEMIS,Adverse reaction to Tramacet
1.03972E+15,ALLERGY1725,Adverse reaction to Verapamil Hydrochloride
1.03991E+15,ALLERGY17303NEMIS,Adverse reaction to Methenamine Hippurate
1.03993E+15,ALLERGY17307NEMIS,Adverse reaction to Trihexyphenidyl
1.03995E+15,ALLERGY17311NEMIS,Adverse reaction to Levomepromazine
1.04006E+15,ALLERGY1737,Adverse reaction to Warfarin Sodium
1.04008E+15,ALLERGY1738NEMIS,Adverse reaction to Chemydur 60Xl
1.04031E+15,ALLERGY17487NEMIS,Adverse reaction to Voltarol Emulgel P
1.04035E+15,ALLERGY17495NEMIS,Adverse reaction to Benadryl Allergy
1.04041E+15,ALLERGY17509NEMIS,Adverse reaction to Amoxicillin
1.04044E+15,ALLERGY1752,Adverse reaction to Xylometazoline Hydrochloride
1.04046E+15,ALLERGY17524NEMIS,Adverse reaction to Beclometasone
1.04047E+15,ALLERGY17552NEMIS,Adverse reaction to Bendroflumethiazide
1.04048E+15,ALLERGY17555NEMIS,Adverse reaction to Benorilate
1.04053E+15,ALLERGY17566NEMIS,Adverse reaction to Cefalexin
1.04054E+15,ALLERGY17574NEMIS,Adverse reaction to Cefradine
1.04055E+15,ALLERGY1758,Adverse reaction to Zinc Oxide
1.04059E+15,ALLERGY17589NEMIS,Adverse reaction to Chlorphenamine
1.0406E+15,ALLERGY17594NEMIS,Adverse reaction to Chlortalidone
1.04061E+15,ALLERGY17596NEMIS,Adverse reaction to Colestyramine
1.04063E+15,ALLERGY176,Adverse reaction to Atropine Sulfate
1.04065E+15,ALLERGY17606NEMIS,Adverse reaction to Ciclosporin
1.04072E+15,ALLERGY17625NEMIS,Adverse reaction to Dicycloverine
1.04077E+15,ALLERGY17634NEMIS,Adverse reaction to Dosulepin
1.04079E+15,ALLERGY17642NEMIS,Adverse reaction to Formoterol
1.04081E+15,ALLERGY17648NEMIS,Adverse reaction to Ethinylestradiol
1.04084E+15,ALLERGY17655NEMIS,Adverse reaction to Flupentixol
1.04086E+15,ALLERGY17669NEMIS,Adverse reaction to Furosemide
1.04092E+15,ALLERGY17685NEMIS,Adverse reaction to Hydroxycarbamide
1.04093E+15,ALLERGY17687NEMIS,Adverse reaction to Indometacin
1.04094E+15,ALLERGY17696NEMIS,Adverse reaction to Lidocaine
1.04103E+15,ALLERGY17728NEMIS,Adverse reaction to Lidocaine With Adrenaline (as base)
1.04113E+15,ALLERGY17749NEMIS,Adverse reaction to Estradiol
1.04119E+15,ALLERGY17778NEMIS,Adverse reaction to Alimemazine
1.04121E+15,ALLERGY17782NEMIS,Adverse reaction to Estriol
1.04123E+15,ALLERGY17790NEMIS,Adverse reaction to Levothyroxine Sodium
1.0413E+15,ALLERGY17810NEMIS,Adverse reaction to Phenobarbital
1.04135E+15,ALLERGY17827NEMIS,Adverse reaction to Sulfasalazine
1.04136E+15,ALLERGY1783,Adverse reaction to Acepril
1.04139E+15,ALLERGY17839NEMIS,Adverse reaction to Calcitonin (Salmon)
1.04141E+15,ALLERGY17842NEMIS,Adverse reaction to Sulfamethizole
1.04142E+15,ALLERGY17845NEMIS,Adverse reaction to Sulfadiazine
1.04148E+15,ALLERGY1786,Adverse reaction to Achromycin
1.04149E+15,ALLERGY17862NEMIS,Adverse reaction to Atracurium Besilate
1.04164E+15,ALLERGY179,Adverse reaction to Azapropazone
1.04187E+15,ALLERGY1794,Adverse reaction to Actifed
1.04199E+15,ALLERGY1799,Adverse reaction to Acupan
1.04215E+15,ALLERGY19047NEMIS,Adverse reaction to Eplerenone
1.04222E+15,ALLERGY19060NEMIS,Adverse reaction to Strontium Ranelate
1.04223E+15,ALLERGY19063NEMIS,Adverse reaction to Protelos
1.04227E+15,ALLERGY1908,Adverse reaction to Anusol
1.04233E+15,ALLERGY19097NEMIS,Adverse reaction to Calcium Carbonate And Colecalciferol
1.04242E+15,ALLERGY1914,Adverse reaction to Aprinox
1.04245E+15,ALLERGY1916,Adverse reaction to Apsin
1.0425E+15,ALLERGY1920,Adverse reaction to Aqueous
1.04284E+15,ALLERGY1935,Adverse reaction to Asacol
1.043E+15,ALLERGY19399NEMIS,Adverse reaction to Cymbalta
1.04305E+15,ALLERGY1941,Adverse reaction to Asmaven
1.04309E+15,ALLERGY1942,Adverse reaction to Aspav Dispersible
1.0431E+15,ALLERGY19421NEMIS,Adverse reaction to Glucophage Sr
1.04312E+15,ALLERGY19424NEMIS,Adverse reaction to Monomil Xl
1.04318E+15,ALLERGY19438NEMIS,Adverse reaction to Ibuprofen M/r And Codeine
1.04323E+15,ALLERGY19445NEMIS,Adverse reaction to Naproxen And Misoprostol
1.04325E+15,ALLERGY1945,Adverse reaction to Aspirin Dispersible Low Dose
1.0433E+15,ALLERGY1945NEMIS,Adverse reaction to Sinemet 12.5 mg/50 mg
1.04331E+15,ALLERGY1946,Adverse reaction to Aspirin Paracetamol And Codeine
1.04335E+15,ALLERGY19466NEMIS,Adverse reaction to Flumetasone And Clioquinol
1.04337E+15,ALLERGY1947,Adverse reaction to Atarax
1.0435E+15,ALLERGY1949,Adverse reaction to Ativan
1.04359E+15,ALLERGY19509NEMIS,Adverse reaction to Benzoyl Peroxide And Clindamycin
1.0436E+15,ALLERGY1951,Adverse reaction to Atrovent
1.04367E+15,ALLERGY1954,Adverse reaction to Audicort
1.04373E+15,ALLERGY1956,Adverse reaction to Augmentin
1.04384E+15,ALLERGY1960,Adverse reaction to Aureomycin
1.0439E+15,ALLERGY1964,Adverse reaction to Avloclor
1.04396E+15,ALLERGY1966,Adverse reaction to Axid
1.04406E+15,ALLERGY19684NEMIS,Adverse reaction to Durogesic Dtrans
1.04412E+15,ALLERGY197,Adverse reaction to Bendrofluazide
1.04419E+15,ALLERGY1972,Adverse reaction to Bactrian
1.04422E+15,ALLERGY1973,Adverse reaction to Bactrim
1.04425E+15,ALLERGY1974,Adverse reaction to Bactroban
1.0443E+15,ALLERGY1977,Adverse reaction to Balneum
1.04451E+15,ALLERGY1982,Adverse reaction to Baxan
1.04477E+15,ALLERGY1988,Adverse reaction to Beconase
1.04484E+15,ALLERGY199,Adverse reaction to Benorylate
1.04485E+15,ALLERGY1990,Adverse reaction to Becotide
1.04488E+15,ALLERGY1991,Adverse reaction to Becotide 100
1.04503E+15,ALLERGY2001,Adverse reaction to Benoral
1.04505E+15,ALLERGY2001EMIS,Adverse reaction to Zithromax
1.04509E+15,ALLERGY2002EMIS,Adverse reaction to Azithromycin
1.04518E+15,ALLERGY2008,Adverse reaction to Benylin Decongestant
1.04519E+15,ALLERGY20080NEMIS,Adverse reaction to Kentera
1.04522E+15,ALLERGY2009,Adverse reaction to Benylin Expectorant
1.04524E+15,ALLERGY2010,Adverse reaction to Benylin Paediatric
1.0453E+15,ALLERGY20113NEMIS,Adverse reaction to Combigan
1.0457E+15,ALLERGY2025,Adverse reaction to Betadine
1.04575E+15,ALLERGY20265NEMIS,Adverse reaction to Rectogesic
1.04578E+15,ALLERGY20270NEMIS,Adverse reaction to Zonisamide
1.0458E+15,ALLERGY20279NEMIS,Adverse reaction to Ezetimibe And Simvastatin
1.04587E+15,ALLERGY203,Adverse reaction to Benzalkonium Chloride
1.04591E+15,ALLERGY2032,Adverse reaction to Betnesol
1.04592E+15,ALLERGY2033,Adverse reaction to Betnesol-N
1.04594E+15,ALLERGY2034,Adverse reaction to Betnovate
1.04595E+15,ALLERGY2035,Adverse reaction to Betnovate-C
1.04606E+15,ALLERGY2038,Adverse reaction to Betoptic
1.04615E+15,ALLERGY2040,Adverse reaction to Bezalip
1.04616E+15,ALLERGY2041,Adverse reaction to Bezalip-Mono
1.04638E+15,ALLERGY205,Adverse reaction to Benzathine Penicillin
1.0464E+15,ALLERGY20502NEMIS,Adverse reaction to Rasagiline
1.0465E+15,ALLERGY20542NEMIS,Adverse reaction to Flomaxtra Xl
1.0466E+15,ALLERGY20576NEMIS,Adverse reaction to Mesitran Mesh
1.04682E+15,ALLERGY2063,Adverse reaction to Bonjela
1.04694E+15,ALLERGY2068,Adverse reaction to Brevinor
1.04696E+15,ALLERGY2069,Adverse reaction to Bricanyl
1.04715E+15,ALLERGY2078,Adverse reaction to Brolene
1.0472E+15,ALLERGY208,Adverse reaction to Benzocaine
1.0473E+15,ALLERGY2084,Adverse reaction to Brufen
1.04734E+15,ALLERGY2086,Adverse reaction to Buccastem
1.0474E+15,ALLERGY20870NEMIS,Adverse reaction to Enzira
1.04747E+15,ALLERGY2089,Adverse reaction to Burinex
1.04755E+15,ALLERGY2091,Adverse reaction to Buscopan
1.04761E+15,ALLERGY2093,Adverse reaction to Butazolidin
1.04772E+15,ALLERGY19972NEMIS,Adverse reaction to Colecalciferol
1.04804E+15,ALLERGY2104,Adverse reaction to Calcium With Vitamin D
1.04818E+15,ALLERGY2109,Adverse reaction to Calpol Paediatric
1.04821E+15,ALLERGY21099NEMIS,Adverse reaction to Butrans
1.04826E+15,ALLERGY21111NEMIS,Adverse reaction to Bonviva
1.04837E+15,ALLERGY21147NEMIS,Adverse reaction to Timolol And Bendroflumethiazide
1.04845E+15,ALLERGY2117,Adverse reaction to Canesten
1.04857E+15,ALLERGY2121,Adverse reaction to Canesten Hc
1.04868E+15,ALLERGY2126,Adverse reaction to Capoten
1.04874E+15,ALLERGY2129,Adverse reaction to Carbamazepine
1.04875E+15,ALLERGY213,Adverse reaction to Benzoyl Peroxide
1.04934E+15,ALLERGY21508NEMIS,Adverse reaction to Chloroquine Phosphate And Proguanil
1.04945E+15,ALLERGY21535NEMIS,Adverse reaction to Diclofenac
1.04955E+15,ALLERGY2156,Adverse reaction to Ceporex
1.04959E+15,ALLERGY2157,Adverse reaction to Cerumol
1.04971E+15,ALLERGY216,Adverse reaction to Benzydamine Hydrochloride
1.04985E+15,ALLERGY21627NEMIS,Adverse reaction to Ivabradine
1.04989E+15,ALLERGY2164,Adverse reaction to Cetomacrogol
1.05029E+15,ALLERGY218,Adverse reaction to Benzyl Benzoate
1.0503E+15,ALLERGY2180,Adverse reaction to Chlorhexidine
1.05038E+15,ALLERGY2184,Adverse reaction to Chloromycetin
1.05056E+15,ALLERGY2195,Adverse reaction to Cicatrin
1.05062E+15,ALLERGY2199,Adverse reaction to Ciproxin
1.05067E+15,ALLERGY3324,Adverse reaction to Nuelin
1.05079E+15,ALLERGY3336,Adverse reaction to Nystan
1.05086E+15,ALLERGY3346,Adverse reaction to Omnopon
1.05095E+15,ALLERGY3355,Adverse reaction to Opsite
1.05097E+15,ALLERGY3356,Adverse reaction to Opticrom
1.05102E+15,ALLERGY336,Adverse reaction to Cefaclor
1.05113E+15,ALLERGY3369NEMIS,Adverse reaction to Ralgex
1.05114E+15,ALLERGY337,Adverse reaction to Cefadroxil
1.05126E+15,ALLERGY338,Adverse reaction to Cefotaxime
1.05127E+15,ALLERGY3380,Adverse reaction to Ortho-Dienoestrol
1.05128E+15,ALLERGY3381,Adverse reaction to Ortho-Gynest
1.05133E+15,ALLERGY3386,Adverse reaction to Orudis
1.05134E+15,ALLERGY3387,Adverse reaction to Oruvail
1.05136E+15,ALLERGY3389,Adverse reaction to Otosporin
1.05139E+15,ALLERGY3391,Adverse reaction to Otrivine
1.05142E+15,ALLERGY3395,Adverse reaction to Ovestin
1.05145E+15,ALLERGY3398,Adverse reaction to Ovranette
1.05154E+15,ALLERGY3407,Adverse reaction to Paludrine
1.05157E+15,ALLERGY341,Adverse reaction to Ceftazidime
1.05158E+15,ALLERGY3410,Adverse reaction to Panadol
1.05169E+15,ALLERGY3420,Adverse reaction to Paramax
1.05176E+15,ALLERGY3427,Adverse reaction to Paroven
1.05178E+15,ALLERGY3429,Adverse reaction to Pavacol-D
1.05179E+15,ALLERGY343,Adverse reaction to Cefuroxime
1.05183E+15,ALLERGY3433,Adverse reaction to Penbritin
1.05185E+15,ALLERGY3435,Adverse reaction to Penicillin Vk
1.05187E+15,ALLERGY3438,Adverse reaction to Pentazocine
1.05199E+15,ALLERGY345,Adverse reaction to Cephalexin
1.05201E+15,ALLERGY3451,Adverse reaction to Persantin
1.05203E+15,ALLERGY3454,Adverse reaction to Pethidine
1.05214E+15,ALLERGY3463,Adverse reaction to Phenergan
1.05216E+15,ALLERGY3464,Adverse reaction to Phenoxymethylpenicillin Potassium
1.0522E+15,ALLERGY3467,Adverse reaction to Phenytoin
1.05234E+15,ALLERGY3479,Adverse reaction to Phyllocontin Continus
1.05235E+15,ALLERGY3479NEMIS,Adverse reaction to Ammonia
1.05243E+15,ALLERGY3485,Adverse reaction to Picolax
1.0525E+15,ALLERGY349,Adverse reaction to Cephradine
1.05252E+15,ALLERGY3491,Adverse reaction to Piriton
1.05254E+15,ALLERGY3493,Adverse reaction to Plaquenil
1.05269E+15,ALLERGY3505,Adverse reaction to Polyfax
1.05271E+15,ALLERGY3506,Adverse reaction to Polytar
1.05273E+15,ALLERGY3509,Adverse reaction to Polytrim
1.05276E+15,ALLERGY3511,Adverse reaction to Pondocillin
1.05281E+15,ALLERGY3514,Adverse reaction to Ponstan
1.05294E+15,ALLERGY3528,Adverse reaction to Praxilene
1.05302E+15,ALLERGY3535,Adverse reaction to Predsol
1.05306E+15,ALLERGY3539,Adverse reaction to Pregaday
1.0531E+15,ALLERGY3541,Adverse reaction to Premarin
1.05311E+15,ALLERGY3544,Adverse reaction to Prempak-C 0.625 mg + 0.15 mg
1.05312E+15,ALLERGY3545,Adverse reaction to Prempak-C 1.25 mg + 0.15 mg
1.05317E+15,ALLERGY3549,Adverse reaction to Priadel
1.05319E+15,ALLERGY3551,Adverse reaction to Primolut N
1.05324E+15,ALLERGY3555,Adverse reaction to Pripsen
1.05331E+15,ALLERGY3560,Adverse reaction to Procaine
1.05335E+15,ALLERGY3563,Adverse reaction to Proctosedyl
1.05342E+15,ALLERGY3568,Adverse reaction to Progynova
1.05344E+15,ALLERGY357,Adverse reaction to Cetrimide
1.0535E+15,ALLERGY3576,Adverse reaction to Propantheline
1.05354E+15,ALLERGY3580,Adverse reaction to Propine
1.05359E+15,ALLERGY3586,Adverse reaction to Prothiaden
1.0536E+15,ALLERGY3587,Adverse reaction to Provera
1.05371E+15,ALLERGY3597,Adverse reaction to Pulmicort
1.0538E+15,ALLERGY3606,Adverse reaction to Questran
1.05385E+15,ALLERGY3610,Adverse reaction to Quinoderm
1.05405E+15,ALLERGY3631,Adverse reaction to Relifex
1.05413E+15,ALLERGY3639,Adverse reaction to Retin-A
1.05416E+15,ALLERGY3642,Adverse reaction to Rheumox
1.0544E+15,ALLERGY3665,Adverse reaction to Roaccutane
1.05442E+15,ALLERGY3666,Adverse reaction to Robaxin 750
1.05456E+15,ALLERGY3677NEMIS,Adverse reaction to Unilet Gp
1.05464E+15,ALLERGY3685NEMIS,Adverse reaction to Lignocaine
1.05466E+15,ALLERGY3687,Adverse reaction to Salazopyrin
1.05477E+15,ALLERGY3696,Adverse reaction to Sando-K
1.0548E+15,ALLERGY3698,Adverse reaction to Sanomigran
1.05489E+15,ALLERGY3705,Adverse reaction to Scheriproct
1.05491E+15,ALLERGY3709,Adverse reaction to Scoline
1.05493E+15,ALLERGY371,Adverse reaction to Chloral Hydrate
1.05499E+15,ALLERGY3715,Adverse reaction to Securon
1.05506E+15,ALLERGY3721,Adverse reaction to Selsun
1.05511E+15,ALLERGY3726,Adverse reaction to Septrin
1.05512E+15,ALLERGY3727,Adverse reaction to Septrin Forte
1.05513E+15,ALLERGY3729,Adverse reaction to Serc
1.05514E+15,ALLERGY373,Adverse reaction to Chloramphenicol
1.05522E+15,ALLERGY3738,Adverse reaction to Silver Nitrate
1.05529E+15,ALLERGY3749,Adverse reaction to Sinemet Plus
1.05531E+15,ALLERGY375,Adverse reaction to Chlordiazepoxide
1.05537E+15,ALLERGY3755,Adverse reaction to Slo-Phyllin
1.05556E+15,ALLERGY3774,Adverse reaction to Sofradex
1.05557E+15,ALLERGY3775,Adverse reaction to Soframycin
1.05561E+15,ALLERGY3779,Adverse reaction to Solpadeine
1.05562E+15,ALLERGY378,Adverse reaction to Chlorhexidine Gluconate
1.05567E+15,ALLERGY3783,Adverse reaction to Soluble Aspirin
1.05568E+15,ALLERGY3784,Adverse reaction to Soluble Aspirin Paediatric
1.05581E+15,ALLERGY3796,Adverse reaction to Spasmonal
1.05583E+15,ALLERGY3797NEMIS,Adverse reaction to Xatral Xl
1.05599E+15,ALLERGY3810,Adverse reaction to Stelazine
1.056E+15,ALLERGY3811,Adverse reaction to Stemetil
1.05617E+15,ALLERGY3823,Adverse reaction to Streptomycin Sulfate
1.05619E+15,ALLERGY3826,Adverse reaction to Stugeron
